<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.06.30	0.95090	0.96030	0.95040	0.95230	6197	0	50
2000.07.03	0.95170	0.95470	0.94810	0.95040	5429	0	50
2000.07.04	0.95050	0.95250	0.94630	0.95080	5323	0	50
2000.07.05	0.95090	0.95730	0.95080	0.95290	5742	0	50
2000.07.06	0.95280	0.95990	0.94980	0.95070	5845	0	50
2000.07.07	0.95060	0.95280	0.94580	0.94790	6172	0	50
2000.07.10	0.94850	0.95560	0.94770	0.95490	5428	0	50
2000.07.11	0.95490	0.95660	0.94900	0.95200	5377	0	50
2000.07.12	0.95200	0.95300	0.93910	0.94150	5621	0	50
2000.07.13	0.94160	0.94310	0.93270	0.93680	6258	0	50
2000.07.14	0.93710	0.93980	0.93170	0.93830	6013	0	50
2000.07.17	0.93840	0.94010	0.93380	0.93650	5578	0	50
2000.07.18	0.93640	0.93670	0.92280	0.92520	5570	0	50
2000.07.19	0.92500	0.92630	0.91920	0.92460	5822	0	50
2000.07.20	0.92440	0.93450	0.92010	0.93350	5948	0	50
2000.07.21	0.93340	0.93820	0.93120	0.93620	5920	0	50
2000.07.24	0.93640	0.93780	0.93090	0.93370	5285	0	50
