<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.07.08	4392.5	4403.1	4346.4	4351.6	726	0	0
2015.07.09	4410.3	4414.4	4351.5	4352.0	676	0	0
2015.07.10	4406.0	4434.1	4394.0	4420.2	661	0	0
2015.07.13	4457.8	4498.7	4456.5	4494.5	478	0	0
2015.07.14	4503.2	4537.2	4500.7	4523.5	528	0	0
2015.07.15	4531.3	4547.2	4517.4	4528.4	568	0	0
2015.07.16	4567.1	4595.0	4558.3	4594.9	457	0	0
2015.07.17	4635.5	4661.6	4624.7	4661.6	478	0	0
2015.07.20	4670.2	4694.1	4658.0	4679.7	628	0	0
2015.07.21	4679.5	4686.4	4661.8	4674.4	442	0	0
2015.07.22	4605.0	4643.8	4604.5	4623.2	605	0	0
2015.07.23	4627.6	4641.6	4592.5	4602.8	735	0	0
2015.07.24	4631.0	4632.1	4552.4	4557.4	859	0	0
2015.07.27	4530.4	4552.0	4511.9	4519.1	690	0	0
2015.07.28	4539.5	4568.8	4506.2	4560.2	1046	0	0
2015.07.29	4570.5	4586.8	4552.8	4581.6	570	0	0
2015.07.30	4570.8	4606.7	4541.0	4598.6	1037	0	0
2015.07.31	4616.5	4616.5	4584.2	4588.9	371	0	0
2015.08.03	4595.3	4607.5	4549.6	4580.5	1011	0	0
2015.08.04	4573.3	4584.5	4551.9	4567.5	595	0	0
2015.08.05	4592.8	4634.7	4590.2	4602.2	797	0	0
2015.08.06	4608.7	4612.6	4508.3	4528.5	1285	0	0
2015.08.07	4519.4	4532.5	4485.5	4520.1	934	0	0
2015.08.10	4558.7	4583.6	4554.6	4573.1	437	0	0
2015.08.11	4548.8	4567.7	4491.1	4514.0	1185	0	0
2015.08.12	4475.9	4539.2	4436.5	4528.2	1532	0	0
2015.08.13	4537.0	4556.1	4514.5	4519.3	656	0	0
2015.08.14	4512.9	4536.2	4503.8	4530.7	471	0	0
2015.08.17	4516.9	4568.6	4508.0	4566.4	718	0	0
2015.08.18	4556.2	4562.2	4536.1	4542.1	382	0	0
2015.08.19	4525.3	4550.7	4486.1	4510.9	1149	0	0
2015.08.20	4467.8	4484.4	4385.1	4385.1	1160	0	0
