<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.08.18	1962.2	1971.9	1960.2	1971.5	142	0	0
2014.08.19	1971.7	1982.3	1971.7	1979.8	132	0	0
2014.08.20	1979.5	1988.5	1975.8	1985.3	197	0	0
2014.08.21	1985.4	1994.5	1983.3	1992.2	157	0	0
2014.08.22	1992.4	1993.9	1984.2	1990.7	178	0	0
2014.08.25	1992.4	2002.0	1991.4	1997.2	165	0	0
2014.08.26	1997.0	2005.0	1994.7	2000.6	171	0	0
2014.08.27	2000.7	2002.3	1995.9	1998.7	109	0	0
2014.08.28	1998.4	2001.4	1989.7	2000.4	215	0	0
2014.08.29	2000.3	2005.7	1994.4	2001.3	217	0	0
2014.09.01	2001.3	2003.0	1999.0	2001.5	79	0	0
2014.09.02	2001.3	2008.0	1994.7	2001.7	263	0	0
2014.09.03	2001.9	2012.4	1997.7	2000.7	283	0	0
2014.09.04	2000.5	2011.2	1992.2	2000.5	381	0	0
2014.09.05	2000.2	2007.7	1989.7	2007.2	291	0	0
2014.09.08	2006.4	2007.2	1995.2	2000.9	186	0	0
2014.09.09	2000.7	2003.9	1984.4	1989.7	281	0	0
2014.09.10	1989.5	1997.0	1982.5	1994.2	244	0	0
2014.09.11	1994.0	1999.7	1985.5	1997.7	248	0	0
2014.09.12	1998.0	1998.7	1980.0	1985.2	247	0	0
2014.09.15	1978.0	1987.2	1977.5	1984.7	128	0	0
2014.09.16	1985.0	2002.7	1978.7	1999.2	339	0	0
2014.09.17	1999.4	2011.0	1991.2	2002.0	371	0	0
2014.09.18	2001.7	2017.0	2001.0	2016.0	178	0	0
2014.09.19	2016.2	2022.2	2006.2	2011.0	269	0	0
2014.09.22	2010.2	2010.7	1990.5	1993.0	233	0	0
2014.09.23	1992.8	1995.5	1976.0	1979.8	261	0	0
2014.09.24	1980.0	2000.0	1978.3	1998.8	247	0	0
2014.09.25	1999.0	1999.0	1965.7	1969.7	374	0	0
2014.09.26	1970.0	1986.5	1964.2	1983.2	315	0	0
2014.09.29	1981.2	1984.5	1963.0	1976.0	379	0	0
2014.09.30	1976.1	1985.5	1967.4	1968.9	291	0	0
2014.10.01	1969.1	1974.1	1941.0	1948.4	456	0	0
2014.10.02	1948.6	1952.7	1925.7	1944.5	500	0	0
2014.10.03	1944.2	1971.7	1943.0	1968.0	337	0	0
2014.10.06	1971.2	1978.2	1958.0	1961.2	305	0	0
2014.10.07	1961.5	1963.5	1931.0	1933.0	366	0	0
2014.10.08	1933.2	1970.2	1924.5	1967.6	571	0	0
2014.10.09	1967.4	1974.6	1922.1	1922.7	604	0	0
2014.10.10	1922.8	1937.2	1899.4	1899.4	523	0	0
2014.10.13	1888.7	1912.1	1870.9	1874.4	682	0	0
2014.10.14	1874.6	1898.5	1871.0	1885.7	440	0	0
